id,chr,r6start,r6stop,positive,H3_c12,H3_c14a,H3_c14c,H3_c8,H3K18ac_c12,H3K18ac_c14a,H3K18ac_c14c,H3K18ac_c8,H3K27ac_c12,H3K27ac_c14a,H3K27ac_c14c,H3K27ac_c8,H3K27me3_c12,H3K27me3_c14a,H3K27me3_c14c,H3K36me3_c12,H3K36me3_c14a,H3K36me3_c14c,H3K4me1_c12,H3K4me1_c14a,H3K4me1_c14c,H3K4me1_c8,H3K4me3_c12,H3K4me3_c14a,H3K4me3_c14c,H3K4me3_c8,H3K9ac_c12,H3K9ac_c14a,H3K9ac_c14c,H3K9ac_c8,H4K5ac_c12,H4K5ac_c14a,H4K5ac_c14c,H4K5ac_c8,H4K8ac_c12,H4K8ac_c14a,H4K8ac_c14c,H4K8ac_c8,input_c12,input_c14a,input_c14c,input_c8,wt_H3,wt_H3K18ac,wt_H3K4me1,wt_ZLD,bcd1,bcd2,cad1,D1,da2,dl3,ftz3,gt2,h1,h2,hb1,hb2,hkb1,hkb2,hkb3,kni1,kni2,kr1,kr2,mad2,med2,prdBQ,prdFQ,run1,run2,shn2,shn3,slp1,sna1,sna2,tll1,twi1,twi2,z2
VT0357,chr2L,762067,764189,0,18,15,19,16,12,9,18,21,34,15,23,14,35,23,21,48,33,10,19,10,11,8,54,30,46,72,25,19,26,0,21,11,10,50,5,6,11,4,22,16,21,16,31.75,49.062,26.52,62,0,0,0,0,0,0,0,0,0,0,1.28067,0,0,0,0,0,0,0,0,1.38228,0,0,0,0,0,0,0,0,0,0,0,0,0.968679,0
VT0359,chr2L,765293,767388,0,15,16,19,14,12,18,9,14,12,29,20,29,18,30,32,23,35,32,16,9,11,4,43,28,50,56,10,16,17,11,20,5,5,42,5,5,6,4,21,21,23,12,28.85,41.07,44.88,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33501,0,0,0,0,0,0,0,0,0,0,1.2177,0,1.19257,1.15806,0
VT0360,chr2L,766890,769060,0,17,15,22,17,11,14,10,0,25,26,20,14,15,40,44,16,26,13,16,9,22,13,80,30,36,40,17,13,19,5,14,7,8,45,6,5,9,4,27,20,26,12,42.3,44.733,44.88,71.92,0,0,0,1.26488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24713,0,0,1.12859,0
VT0362,chr2L,772191,773620,0,15,17,20,20,11,8,9,11,8,8,21,14,21,17,31,28,10,12,19,8,16,10,66,48,40,40,7,19,22,6,18,7,7,56,6,7,9,3,22,20,20,10,41.2,27.75,4.08,137.02,0,0,0,0,0,0,0,0,0,0,1.30395,1.51846,0,0,0,0,0,1.33513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0440,chr2L,917706,919920,0,19,19,27,21,12,13,7,0,25,16,20,14,31,60,38,20,20,34,15,9,15,7,47,50,43,84,10,16,35,17,15,7,9,42,5,10,15,3,29,21,25,18,34.1,44.4,31.62,94.24,0,0,0,0,1.28235,0,0,0,0,0,0,0,0,0,0,0,0,1.34823,1.29724,0,0,0,0,1.46584,0,0,0,0,0,1.2699,0,1.30272,1.28482,0
VT0441,chr2L,918805,920902,0,19,21,22,21,14,16,14,34,25,16,10,14,22,85,43,20,22,34,15,9,13,7,44,50,58,56,10,14,35,17,15,7,8,44,6,10,15,3,29,21,25,9,34.1,44.178,44.88,89.9,0,0,0,0,0,1.08471,0,0,0,0,0,0,0,0,0,0,0,0,1.23262,0,0,0,0,1.46584,0,0,0,0,0,1.2699,0,1.30272,1.28482,0
VT0443,chr2L,922814,924894,0,18,21,16,14,29,14,11,19,8,10,15,14,25,37,47,37,18,44,26,13,17,7,33,39,27,52,18,25,24,12,17,7,8,38,5,4,6,7,22,23,19,10,30.55,62.16,12.24,109.12,0,0,0,1.23383,1.1764,1.15553,0,0,0,0,1.28118,1.43811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12788,0
VT0444,chr2L,924596,926677,0,13,16,17,19,14,14,11,10,17,13,15,22,51,22,40,19,10,17,26,7,15,8,37,24,53,56,18,15,28,21,17,8,7,32,6,5,7,3,22,17,18,12,26.05,91.02,55.08,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20646,0
VT0445,chr2L,926355,928443,0,21,27,29,18,10,12,8,6,27,17,20,22,32,16,37,37,20,24,11,15,11,17,28,25,63,56,11,12,20,29,13,5,6,34,6,5,6,4,29,19,26,11,35.15,81.03,38.76,35.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0447,chr2L,929936,932031,0,18,19,19,14,16,13,16,21,27,11,18,22,42,34,58,5,18,24,16,5,15,19,18,26,43,72,14,19,30,17,18,7,8,52,7,6,11,4,22,21,19,12,36.5,36.63,38.76,73.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0449,chr2L,933501,935600,0,17,20,19,18,25,12,15,14,18,11,13,14,17,28,20,18,26,13,13,18,22,10,28,60,64,28,16,19,32,9,15,7,7,45,7,6,8,4,23,19,21,10,31.2,27.306,64.26,80.6,0,0,0,1.20257,0,1.12319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19651,0,0,0,0,0,0,0,0,0,0,0,0
VT0450,chr2L,935265,937384,0,18,20,26,19,25,9,14,16,31,17,23,29,46,24,50,4,19,28,15,12,14,11,163,45,49,48,21,18,20,17,16,7,7,40,7,5,10,4,24,18,22,11,32.9,27.75,71.4,43.4,0,0,0,0,1.22022,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19165,1.1951,0,0,0,0,0,0,0,0,0,0,0
VT0451,chr2L,937049,939137,0,14,18,23,18,16,20,14,15,12,11,23,29,21,29,44,19,23,18,31,10,12,11,47,17,56,56,20,16,22,20,15,5,8,42,7,5,6,3,24,24,19,9,32.9,47.064,46.104,27.9,0,0,0,0,1.39436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1951,0,0,0,0,0,0,0,0,0,0,0
VT0454,chr2L,942407,944503,0,17,19,23,18,16,6,16,4,19,6,21,29,15,29,44,19,21,16,15,5,17,8,40,56,62,125,18,11,27,15,16,5,7,45,4,4,6,4,19,15,17,11,29.15,34.41,56.1,106.64,0,0,0,0,0,0,0,0,0,1.342,0,1.58871,0,0,0,0,0,0,0,1.35028,0,0,0,0,0,0,0,0,0,1.32421,0,0,0,0
VT0455,chr2L,944145,946378,0,14,12,17,12,8,11,11,12,17,16,18,36,18,11,24,15,3,29,15,10,10,8,52,39,33,125,8,13,21,9,11,4,6,34,4,3,6,4,14,18,23,7,33.25,26.64,23.46,54.932,0,0,0,1.27849,0,0,0,0,0,1.29656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23483,0,1.20374,1.17323,0
VT0456,chr2L,945907,948100,0,14,16,25,16,8,11,11,4,26,17,11,36,18,38,101,15,19,14,14,18,10,28,43,28,55,16,8,18,28,15,13,12,8,38,8,5,7,4,23,18,17,8,35.6,53.28,38.658,60.14,0,0,0,1.27849,0,0,0,0,0,1.28057,0,0,0,0,0,0,0,0,1.38268,0,1.23991,0,1.21534,0,0,0,0,0,0,1.24185,0,1.20374,1.17323,1.2269
VT0458,chr2L,949550,951670,0,20,20,23,20,20,14,12,16,18,13,14,29,37,26,37,35,18,40,12,15,14,14,47,34,77,52,14,17,24,23,17,9,11,39,11,6,11,10,22,20,25,13,32.45,47.73,86.7,77.5,0,0,0,1.16439,0,1.13199,1.45056,0,1.26862,0,0,0,0,0,0,0,0,0,0,1.33731,0,0,0,1.34405,1.49058,0,0,1.53954,0,1.28238,0,1.17484,1.12572,0
VT0460,chr2L,955940,956507,0,12,17,20,15,10,2,7,11,0,10,10,0,37,19,16,0,4,33,15,9,5,1,0,52,48,0,5,17,17,7,10,5,7,58,4,4,11,2,18,16,18,10,26.75,38.628,19.38,9.3,0,0,0,1.2383,1.20625,1.04576,1.64621,1.88748,1.41844,0,0,0,0,0,1.53652,0,1.43143,1.0359,0,1.32218,0,1.18762,0,1.35753,0,0,0,1.59636,0,1.22809,0,0,0,0
VT0461,chr2L,956568,957379,0,15,14,26,13,6,4,2,0,10,2,17,7,2,16,20,11,19,8,11,7,8,4,11,39,27,36,11,5,21,7,12,3,7,31,6,5,12,2,17,11,21,6,20.9,14.43,41.82,13.64,0,0,0,1.46496,1.32488,1.11465,1.67145,1.8089,1.5047,0,0,0,0,0,1.57535,0,1.50023,1.30817,1.27654,1.43931,0,1.23749,0,1.47213,0,0,0,1.70524,0,1.31503,0,0,1.11824,0
VT0462,chr2L,958044,960156,0,23,23,26,21,23,19,17,12,27,23,20,29,40,23,35,11,25,23,21,14,22,14,42,65,31,28,22,18,50,9,13,11,12,42,7,5,13,5,30,15,26,12,37.65,32.19,25.5,75.02,0,1.40426,0,0,0,1.16186,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31196,0,0,0,0,0,0,0,0,0,1.25031,0,0,0,0
VT0463,chr2L,959784,961863,0,13,16,25,18,23,14,11,7,25,10,20,22,35,25,35,8,4,31,21,10,20,11,82,30,46,28,15,14,25,17,24,11,7,65,6,5,9,5,18,17,23,12,37.65,33.3,25.5,75.02,0,0,0,0,0,0,0,0,0,0,0,0,1.64248,0,0,0,0,0,0,0,0,0,1.19046,0,0,0,0,0,0,1.24884,0,0,0,0
VT0465,chr2L,963184,965360,0,12,19,19,21,26,12,18,15,14,20,20,36,27,45,24,18,30,27,14,15,15,12,28,50,52,32,14,18,30,7,14,10,9,72,5,7,11,4,24,19,19,15,30.6,18.87,102,70.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0468,chr2L,968385,970534,0,22,20,23,25,29,6,13,2,23,6,21,22,29,17,76,12,28,35,25,7,8,11,23,30,62,20,8,15,24,15,18,6,7,39,5,4,9,4,19,20,21,11,28.65,44.4,32.64,20.46,0,0,1.51237,1.10944,0,1.04888,0,0,1.36997,1.24926,0,1.25204,0,0,0,0,0,1.28596,0,1.31499,0,0,0,1.23956,0,0,0,0,0,0,0,0,1.11478,0
VT0534,chr2L,1112591,1113081,0,15,18,16,10,17,11,13,5,18,5,33,7,17,38,16,0,14,37,27,14,18,1,21,14,20,4,7,21,37,6,19,11,9,48,8,15,23,3,22,14,18,12,31.15,35.52,48.96,74.4,0,0,0,0,1.17712,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35278,0,0,0,1.39743,0,0,0,0,0,1.25419,0,1.13603,1.15832,0
VT0535,chr2L,1112984,1113860,0,20,20,34,16,11,4,17,10,46,22,19,36,35,5,45,23,14,30,17,9,18,7,88,37,33,52,11,15,18,9,22,9,10,40,12,16,16,7,25,26,28,8,32.35,32.19,67.32,83.08,0,0,0,0,1.19794,1.15434,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50851,0,0,0,1.51742,0,0,0,0,0,1.26665,0,1.14889,1.17142,0
VT0536,chr2L,1114073,1114877,0,10,14,19,9,10,14,9,0,0,20,25,7,3,29,39,14,19,140,6,12,22,4,2,0,18,0,11,11,11,5,17,7,6,48,9,9,14,5,17,20,21,11,14.5,27.75,48.96,34.72,0,0,0,1.23164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0605,chr2L,1242108,1244308,0,17,26,24,20,26,13,15,12,35,17,16,36,27,51,55,30,18,29,16,9,17,21,70,45,49,48,13,21,27,17,21,6,8,37,7,7,12,4,19,19,26,11,43,34.41,95.472,37.82,0,0,0,0,0,1.21377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0606,chr2L,1243832,1246124,0,14,20,22,20,26,16,12,32,21,18,23,29,35,51,46,37,12,29,18,16,17,21,70,43,39,68,12,17,35,11,17,7,12,46,9,7,11,8,23,21,26,13,36.5,41.07,93.84,86.18,0,0,0,0,0,0.978825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0607,chr2L,1245713,1247794,0,20,19,28,20,37,7,15,20,8,18,18,29,30,27,67,17,12,20,18,23,16,8,42,30,39,60,15,17,26,11,13,10,7,45,9,6,11,4,32,22,24,14,36.55,84.36,35.292,74.4,0,0,0,0,0,1.15285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0608,chr2L,1247472,1249637,0,14,21,26,19,37,8,24,10,15,17,26,7,22,43,25,25,5,27,32,17,19,12,82,21,69,182,13,17,28,17,13,8,8,48,9,5,9,4,23,12,22,14,30.95,84.36,74.46,103.54,0,0,0,1.25218,0,1.06291,0,0,0,0,0,1.47982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0609,chr2L,1249212,1251375,0,19,12,13,13,14,3,10,10,21,12,26,6,13,29,46,25,8,14,13,10,8,2,18,37,39,48,13,18,22,7,13,4,6,43,7,5,7,4,17,13,23,10,33.25,45.51,72.42,17.98,0,0,0,0,0,0,0,0,0,0,0,1.47982,0,0,0,0,0,0,1.26026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0610,chr2L,1251071,1253252,0,19,13,18,17,25,11,22,10,21,8,28,58,29,29,46,58,34,18,12,10,14,31,23,32,65,28,12,20,29,11,19,8,9,48,8,5,10,3,22,20,26,12,34.35,43.956,67.32,32.86,0,0,0,0,0,0,0,0,0,0,0,1.42901,0,0,0,0,0,0,1.26949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0611,chr2L,1252807,1254924,0,15,14,21,23,18,10,11,36,28,7,28,29,29,21,26,38,11,14,12,11,17,14,56,30,65,56,12,10,30,15,23,8,8,42,7,7,10,2,24,20,21,11,34.35,21.09,23.46,27.28,0,0,0,1.29815,0,1.08061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0613,chr2L,1256737,1259024,0,20,17,27,18,16,15,15,19,18,15,13,22,36,31,53,30,7,28,10,9,15,11,59,34,56,93,10,12,27,21,16,10,9,57,5,7,9,5,26,20,18,16,30.7,67.377,56.1,33.48,0,0,0,0,0,1.0703,0,0,0,0,0,1.51361,0,0,0,0,0,1.32541,1.28743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0618,chr2L,1265798,1267882,0,18,20,25,20,13,12,14,49,37,15,23,22,12,41,43,19,25,21,11,11,19,24,34,31,63,36,10,23,27,13,17,11,9,48,8,6,11,6,30,21,25,12,37.2,46.398,68.34,55.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0619,chr2L,1267525,1269658,0,14,18,21,19,23,14,17,20,35,17,25,44,37,33,76,30,10,24,22,17,17,24,40,47,63,4,10,16,43,11,19,10,8,44,5,5,9,6,22,23,22,16,34.65,39.516,62.22,86.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0620,chr2L,1269366,1271511,0,14,16,18,21,28,14,16,10,23,11,17,29,23,17,48,22,45,33,20,16,16,4,37,28,49,165,11,13,26,6,20,12,10,45,9,6,9,4,24,22,21,10,38.45,47.73,64.26,57.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0622,chr2L,1272936,1275026,0,14,11,23,18,17,9,18,20,32,20,13,14,37,26,34,20,45,22,18,11,23,17,85,39,21,36,19,23,27,17,18,7,7,47,4,7,10,6,17,23,25,10,30.45,38.739,54.06,23.56,0,0,0,1.26743,1.22559,0,0,0,1.82428,1.49372,0,1.47989,0,0,0,0,0,0,0,0,0,0,0,1.35535,0,0,0,0,0,0,0,0,0,0
VT0624,chr2L,1276525,1278627,0,14,15,23,14,18,9,12,24,18,29,20,14,21,28,34,9,12,18,19,7,11,14,35,28,36,36,11,10,17,9,14,6,4,38,5,4,4,5,22,12,18,14,31.4,34.41,24.48,37.2,0,0,0,0,0,1.29213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0625,chr2L,1278316,1280419,0,12,13,20,17,18,6,14,9,12,10,24,36,44,33,51,31,19,37,12,16,10,15,49,56,37,56,10,17,26,17,21,6,8,64,6,8,7,5,20,12,26,17,28.3,57.276,85.68,42.78,0,0,0,0,0,1.21952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13072,0
VT0627,chr2L,1281881,1284000,0,14,18,22,18,18,16,14,14,23,15,10,14,34,31,16,22,10,18,8,8,18,11,63,26,37,40,10,11,24,9,19,7,8,48,6,8,12,2,25,16,27,13,30.2,28.86,32.538,37.634,0,0,0,1.19705,0,0.999503,0,0,0,0,0,1.5103,0,0,0,0,0,1.26438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13134,0
VT0628,chr2L,1283710,1285794,0,16,21,29,18,4,16,14,9,12,11,11,7,35,18,38,7,47,22,22,8,9,12,118,22,30,40,13,15,24,11,19,7,7,48,5,9,12,4,25,18,22,13,30.2,27.75,39.78,21.266,0,0,0,1.2096,1.27658,1.10309,0,0,0,0,0,1.30098,0,0,0,0,0,0,0,1.35253,0,0,0,0,0,0,0,0,1.33132,1.15402,0,1.1261,1.13134,0
VT0629,chr2L,1287003,1289097,0,15,20,22,17,31,13,15,11,12,21,16,58,47,22,33,14,46,19,13,15,13,6,23,50,45,20,5,20,30,19,14,11,11,44,6,6,13,3,22,13,20,14,24.8,16.65,58.344,11.78,0,0,0,0,0,0,0,0,0,0,0,1.10649,0,0,0,0,0,0,0,1.29414,0,0,0,0,0,0,0,0,0,1.15594,0,0,0,0
VT0635,chr2L,1298259,1300348,0,16,14,22,15,20,13,14,16,12,22,14,14,36,33,33,13,6,36,12,10,15,14,75,56,56,72,13,15,28,11,17,7,6,38,5,7,8,4,26,18,25,12,33.1,27.75,62.22,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0688,chr2L,1395876,1398008,0,13,16,16,20,25,16,21,40,24,49,23,29,29,39,22,29,16,30,15,21,23,7,56,54,67,36,10,24,25,13,20,11,10,45,10,12,15,6,26,24,25,10,35,57.72,74.46,93.186,0,0,0,1.36959,1.88652,1.19321,0,0,0,1.47171,0,0,0,0,0,0,0,1.33685,1.47345,0,1.26135,0,1.29873,0,0,0,0,0,0,0,0,1.67732,1.62251,0
VT0695,chr2L,1407877,1410078,0,18,19,21,21,62,57,34,29,32,45,53,51,16,33,31,20,21,31,32,82,106,15,56,56,43,97,14,25,51,17,26,15,17,58,24,24,31,15,27,32,24,12,37.15,97.236,198.9,480.872,1.3134,1.40634,2.29691,1.73882,2.24207,2.20385,0,3.03941,1.48473,1.52547,1.27612,1.01329,1.4333,1.25493,1.34258,0,1.36165,1.49664,1.3272,1.3272,2.1509,1.56969,1.7386,1.53509,0,1.55291,0,0,0,1.25752,2.03225,2.5112,2.38582,1.12391
VT0765,chr2L,1534184,1536381,0,11,24,19,14,19,13,14,9,69,15,35,22,45,31,50,34,20,15,10,10,12,7,37,41,26,0,10,15,18,11,15,11,4,37,7,7,8,4,17,23,21,10,29.1,58.83,20.4,61.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0767,chr2L,1537502,1539714,0,16,21,32,22,23,8,15,22,13,15,20,7,15,32,31,16,21,32,19,14,17,27,49,63,39,44,15,15,26,9,15,7,5,43,5,6,10,2,17,18,23,11,36.85,42.18,78.54,51.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0768,chr2L,1539238,1541347,1,13,15,21,16,14,13,21,20,23,27,36,22,24,25,23,34,26,25,10,17,16,12,35,28,46,84,13,23,26,3,14,10,6,54,5,10,12,3,22,18,25,11,40.75,82.14,78.54,16.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0769,chr2L,1540940,1543073,0,8,15,18,14,11,9,13,29,20,18,30,22,40,26,44,34,26,17,13,12,16,10,66,45,46,97,13,22,25,9,11,9,6,54,5,7,11,3,22,20,21,10,40.75,82.14,22.44,40.3,0,0,0,0,0,0,0,0,1.52759,0,0,0,0,0,0,0,0,1.38651,0,0,1.20482,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0770,chr2L,1542659,1544767,1,15,13,19,14,17,14,14,15,19,27,29,22,8,32,44,29,21,5,18,15,12,1,59,34,35,74,11,14,28,7,20,8,8,41,5,8,10,5,21,20,21,14,29.4,63.27,31.62,67.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23256,0,1.2221,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0771,chr2L,1544249,1546451,0,14,13,16,13,12,14,22,15,20,11,25,36,30,38,30,42,14,33,11,15,10,12,63,43,40,48,13,16,27,7,20,7,5,36,5,7,9,5,21,19,22,14,28,47.73,34.068,67.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23256,0,1.40357,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0772,chr2L,1545957,1548150,0,16,21,23,16,12,15,29,22,17,15,21,29,17,17,44,42,14,33,11,11,15,12,75,37,43,48,13,17,32,9,18,12,9,45,6,7,10,4,24,21,21,8,36,62.382,103.02,22.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40357,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0773,chr2L,1547751,1549998,0,16,18,18,17,20,11,17,48,15,29,15,14,42,34,45,23,8,12,19,11,16,8,75,56,65,109,13,27,25,31,18,9,8,70,7,7,14,4,25,18,28,14,29,32.19,56.1,48.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0774,chr2L,1549448,1551565,0,13,15,18,25,20,11,15,48,25,15,18,36,42,43,15,31,27,16,13,17,17,12,68,56,65,24,18,27,20,31,12,6,6,56,8,5,10,3,25,16,24,12,32.05,49.95,55.08,51.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0775,chr2L,1551126,1553346,0,12,11,17,18,8,12,18,15,25,11,18,36,12,44,40,12,31,4,13,10,13,10,26,34,45,32,18,19,30,9,11,9,8,43,6,7,10,3,15,17,26,9,32.05,48.84,30.6,99.82,0,0,0,1.29035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0776,chr2L,1552677,1555201,0,14,16,21,19,14,12,11,18,12,8,25,7,27,40,49,12,27,15,10,17,14,14,70,28,34,101,11,19,24,21,16,6,7,42,4,8,9,3,23,13,18,10,32.25,48.84,40.8,62.62,0,0,0,1.30688,0,1.05048,0,0,0,0,0,0,0,0,0,0,0,1.27939,0,0,0,0,0,1.35182,0,0,0,0,0,0,0,0,0,1.25475
VT0809,chr2L,1616067,1618220,0,18,18,23,17,16,8,16,10,18,15,26,29,32,27,35,32,18,16,20,11,17,22,21,52,29,44,7,17,19,19,20,5,5,54,6,4,7,4,21,15,21,10,40,56.166,45.9,47.12,0,0,0,0,1.30517,1.44531,0,0,0,0,0,0,0,0,0,0,0,1.27491,0,1.4362,0,1.24768,0,1.61732,0,0,0,0,0,1.46303,0,1.27073,1.1514,0
VT0810,chr2L,1617792,1619910,0,12,13,23,17,15,20,17,7,12,15,15,29,20,39,20,37,17,21,20,16,43,10,16,54,42,84,7,18,26,13,15,5,14,59,8,9,17,8,19,17,21,8,40,33.3,42.84,70.06,0,0,0,1.25455,1.23657,1.44531,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35944,0,1.2372,0,1.24396,0,0,0,0,0,1.48588,0,1.30825,1.1564,0
VT0811,chr2L,1619556,1621632,0,11,12,22,15,15,20,20,6,12,18,15,7,13,39,28,18,11,21,19,16,43,5,30,54,42,84,11,21,26,13,15,5,14,59,8,9,17,8,19,17,21,14,30.5,28.86,52.02,70.06,0,0,0,1.25455,0,1.24196,0,0,0,0,0,0,0,0,0,0,0,0,1.29329,0,0,0,0,0,0,0,0,0,0,0,0,1.15548,1.13857,0
VT0812,chr2L,1621230,1623444,0,13,18,25,18,19,8,18,0,26,17,20,14,15,37,26,18,19,17,22,16,7,18,33,45,31,64,16,20,28,3,18,7,7,48,5,5,8,4,27,18,17,10,32.2,37.74,52.02,52.08,0,0,0,0,0,1.16492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09139,0,0
VT0815,chr2L,1626476,1628690,0,11,12,16,11,7,12,14,8,18,20,23,27,15,24,26,40,15,16,11,7,13,10,49,26,39,28,7,15,11,7,10,7,4,40,3,3,5,4,15,15,20,12,18.95,41.07,25.5,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0816,chr2L,1628228,1630428,0,11,11,10,13,6,4,14,20,21,6,23,7,11,15,38,12,15,75,6,7,17,22,87,28,27,36,10,15,11,5,14,7,4,37,3,2,5,4,19,13,28,8,25.95,36.63,65.28,139.5,0,0,0,0,0,1.06962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30592,0,0,0,0,0,0,0,0,1.29624,0,0,0,0
VT0817,chr2L,1629929,1632118,0,10,14,19,13,7,6,11,20,24,20,24,29,26,38,22,28,15,31,15,9,18,10,68,50,34,165,11,10,22,7,10,5,5,39,4,3,6,3,19,10,22,10,25.95,44.4,72.42,81.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39385,0,0,0,0,0
VT0818,chr2L,1631676,1633775,0,19,18,26,19,16,9,13,6,9,10,25,22,29,33,10,19,9,31,15,11,11,15,54,67,40,165,13,14,18,11,9,3,5,40,4,3,4,4,26,14,21,12,33.6,55.722,44.574,36.58,0,0,0,0,0,1.06314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39385,0,0,0,1.18475,0
VT0820,chr2L,1635127,1637234,0,14,13,19,18,13,10,12,36,14,9,16,14,21,14,41,16,14,5,19,10,11,7,63,55,34,20,10,15,15,17,22,7,4,42,6,4,6,2,16,18,29,9,25.4,33.3,97.512,52.7,0,1.3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT0822,chr2L,1638619,1640714,0,17,14,24,22,22,9,17,4,25,15,18,36,12,19,32,19,9,34,35,8,15,10,47,39,26,40,17,16,22,19,16,7,7,53,4,5,7,4,21,16,21,13,28.45,56.61,47.94,9.92,0,0,0,1.21432,0,1.1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2509,0,0,0,0,0,0,0,0,0,0,1.14661,0,1.2306
